,external_ids,id,is_trans,name,rgb
61,"{'BrickOwl': {'ext_descrs': [['Translucent White']], 'ext_ids': [130]}, 'Peeron': {'ext_descrs': [['trluwhite']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Milky White']], 'ext_ids': [60]}, 'LDraw': {'ext_descrs': [['Milky_White']], 'ext_ids': [79]}, 'LEGO': {'ext_descrs': [['Nature']], 'ext_ids': [20]}}",79,False,Milky White,FFFFFF
62,"{'BrickOwl': {'ext_descrs': [['Metallic Silver']], 'ext_ids': [126]}, 'Peeron': {'ext_descrs': [['metallicsilver']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Metallic Silver']], 'ext_ids': [67]}, 'LDraw': {'ext_descrs': [['Metallic_Silver']], 'ext_ids': [80]}, 'LEGO': {'ext_descrs': [['C.SILVER, DR. L'], ['C.SILVER'], ['SILVER INK']], 'ext_ids': [1002, 1015, 336]}}",80,False,Metallic Silver,A5A9B4
63,"{'BrickOwl': {'ext_descrs': [['Metallic Green']], 'ext_ids': [125]}, 'Peeron': {'ext_descrs': [['metallicgreen']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Metallic Green']], 'ext_ids': [70]}, 'LDraw': {'ext_descrs': [['Metallic_Green']], 'ext_ids': [81]}, 'LEGO': {'ext_descrs': [['Lemon Metallic']], 'ext_ids': [200]}}",81,False,Metallic Green,899B5F
64,"{'BrickOwl': {'ext_descrs': [['Metallic Gold']], 'ext_ids': [124]}, 'Peeron': {'ext_descrs': [['metallicgold']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Metallic Gold']], 'ext_ids': [65]}, 'LDraw': {'ext_descrs': [['Metallic_Gold']], 'ext_ids': [82]}, 'LEGO': {'ext_descrs': [['W.GOLD, DR.LA.'], ['GOLD INK']], 'ext_ids': [1004, 335]}}",82,False,Metallic Gold,DBAC34
65,"{'BrickOwl': {'ext_descrs': [['Medium Dark Flesh']], 'ext_ids': [74]}, 'Peeron': {'ext_descrs': [['mddkflesh']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Medium Dark Flesh']], 'ext_ids': [150]}, 'LDraw': {'ext_descrs': [['Medium_Dark_Flesh']], 'ext_ids': [84]}, 'LEGO': {'ext_descrs': [['Medium Nougat', 'M. NOUGAT']], 'ext_ids': [312]}}",84,False,Medium Dark Flesh,CC702A
66,"{'BrickOwl': {'ext_descrs': [['Dark Purple']], 'ext_ids': [55]}, 'Peeron': {'ext_descrs': [['mdlilac']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Dark Purple']], 'ext_ids': [89]}, 'LDraw': {'ext_descrs': [['Dark_Purple']], 'ext_ids': [85]}, 'LEGO': {'ext_descrs': [['Medium Lilac', 'M. LILAC']], 'ext_ids': [268]}}",85,False,Dark Purple,3F3691
67,"{'BrickOwl': {'ext_descrs': [['Dark Flesh']], 'ext_ids': [52]}, 'Peeron': {'ext_descrs': [['dkflesh']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Dark Flesh']], 'ext_ids': [91]}, 'LDraw': {'ext_descrs': [['Dark_Flesh']], 'ext_ids': [86]}, 'LEGO': {'ext_descrs': [['BROWN']], 'ext_ids': [86]}}",86,False,Dark Flesh,7C503A
68,"{'LDraw': {'ext_descrs': [['Blue_Violet']], 'ext_ids': [89]}, 'LEGO': {'ext_descrs': [['R. BLUE']], 'ext_ids': [195]}}",89,False,Royal Blue,4C61DB
69,"{'BrickOwl': {'ext_descrs': [['Flesh']], 'ext_ids': [6]}, 'Peeron': {'ext_descrs': [['flesh']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Flesh']], 'ext_ids': [28]}, 'LDraw': {'ext_descrs': [['Flesh']], 'ext_ids': [92]}, 'LEGO': {'ext_descrs': [['Nougat']], 'ext_ids': [18]}}",92,False,Flesh,D09168
70,"{'BrickOwl': {'ext_descrs': [['Light Salmon']], 'ext_ids': [5]}, 'Peeron': {'ext_descrs': [['ltsalmon']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Light Salmon']], 'ext_ids': [26]}, 'LDraw': {'ext_descrs': [['Light_Salmon']], 'ext_ids': [100]}, 'LEGO': {'ext_descrs': [['Light red']], 'ext_ids': [100]}}",100,False,Light Salmon,FEBABD
71,"{'BrickOwl': {'ext_descrs': [['Violet']], 'ext_ids': [15]}, 'Peeron': {'ext_descrs': [['violet']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Violet']], 'ext_ids': [43]}, 'LDraw': {'ext_descrs': [['Violet']], 'ext_ids': [110]}, 'LEGO': {'ext_descrs': [['Bright Bluish Violet', 'BR.BLUEVIOL'], ['LILAC']], 'ext_ids': [110, 1009]}}",110,False,Violet,4354A3
72,"{'BrickOwl': {'ext_descrs': [['Royal Blue']], 'ext_ids': [40]}, 'Peeron': {'ext_descrs': [['royalblue']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Blue-Violet']], 'ext_ids': [97]}, 'LDraw': {'ext_descrs': [['Medium_Violet']], 'ext_ids': [112]}, 'LEGO': {'ext_descrs': [['Medium Bluish Violet', 'ML.BLUEVIOL']], 'ext_ids': [112]}}",112,False,Blue-Violet,6874CA
73,"{'BrickOwl': {'ext_descrs': [['Transparent Pink Glitter']], 'ext_ids': [132]}, 'Peeron': {'ext_descrs': [['trpinkglitter']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Glitter Trans-Dark Pink']], 'ext_ids': [100]}, 'LDraw': {'ext_descrs': [['Glitter_Trans_Dark_Pink']], 'ext_ids': [114]}, 'LEGO': {'ext_descrs': [['Tr. Medium Reddish-Violet w. Glitter 2%', 'TR.M.R.V.GLI']], 'ext_ids': [114]}}",114,True,Glitter Trans-Dark Pink,DF6695
74,"{'BrickOwl': {'ext_descrs': [['Medium Lime']], 'ext_ids': [77]}, 'Peeron': {'ext_descrs': [['mdlime']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Medium Lime']], 'ext_ids': [76]}, 'LDraw': {'ext_descrs': [['Medium_Lime']], 'ext_ids': [115]}, 'LEGO': {'ext_descrs': [['Med. yellowish green', 'MD.YEL-GREEN']], 'ext_ids': [115]}}",115,False,Medium Lime,C7D23C
75,"{'BrickOwl': {'ext_descrs': [['Transparent Glitter']], 'ext_ids': [131]}, 'Peeron': {'ext_descrs': [['clearglitter']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Glitter Trans-Clear']], 'ext_ids': [101]}, 'LDraw': {'ext_descrs': [['Glitter_Trans_Clear']], 'ext_ids': [117]}, 'LEGO': {'ext_descrs': [['Transparent Glitter', 'TR.W.GLITTER']], 'ext_ids': [117]}}",117,True,Glitter Trans-Clear,FFFFFF
76,"{'BrickOwl': {'ext_descrs': [['Aqua']], 'ext_ids': [13]}, 'Peeron': {'ext_descrs': [['aqua']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Aqua']], 'ext_ids': [41]}, 'LDraw': {'ext_descrs': [['Aqua']], 'ext_ids': [118]}, 'LEGO': {'ext_descrs': [['Light bluish green', 'L.BLUE-GREEN']], 'ext_ids': [118]}}",118,False,Aqua,B3D7D1
77,"{'BrickOwl': {'ext_descrs': [['Light Lime']], 'ext_ids': [67]}, 'Peeron': {'ext_descrs': [['ltlime']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Light Lime']], 'ext_ids': [35]}, 'LDraw': {'ext_descrs': [['Light_Lime']], 'ext_ids': [120]}, 'LEGO': {'ext_descrs': [['Lig. yellowish green', 'L.YEL-GREEN']], 'ext_ids': [120]}}",120,False,Light Lime,D9E4A7
78,"{'BrickOwl': {'ext_descrs': [['Light Orange']], 'ext_ids': [8]}, 'Peeron': {'ext_descrs': [['ltorange']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Light Orange']], 'ext_ids': [32]}, 'LDraw': {'ext_descrs': [['Light_Orange']], 'ext_ids': [125]}}",125,False,Light Orange,F9BA61
79,"{'BrickOwl': {'ext_descrs': [['Transparent Purple Glitter']], 'ext_ids': [22]}, 'Peeron': {'ext_descrs': [['trpurpleglitter']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Glitter Trans-Purple']], 'ext_ids': [102]}, 'LDraw': {'ext_descrs': [['Glitter_Trans_Purple']], 'ext_ids': [129]}, 'LEGO': {'ext_descrs': [['Tr. Bright Bluish Violet w. Glitter 2%', 'TR.BR.BL.V.G']], 'ext_ids': [129]}}",129,True,Glitter Trans-Purple,A5A5CB
80,"{'BrickOwl': {'ext_descrs': [['Speckle Black']], 'ext_ids': [24]}, 'Peeron': {'ext_descrs': [['blackglitter']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Speckle Black-Silver']], 'ext_ids': [111]}, 'LDraw': {'ext_descrs': [['Speckle_Black_Silver']], 'ext_ids': [132]}, 'LEGO': {'ext_descrs': [['Black Glitter', 'CO.SILVER DIF']], 'ext_ids': [132]}}",132,False,Speckle Black-Silver,000000
81,"{'BrickOwl': {'ext_descrs': [['Speckle Black Gold']], 'ext_ids': [35]}, 'BrickLink': {'ext_descrs': [['Speckle Black-Gold']], 'ext_ids': [151]}, 'LDraw': {'ext_descrs': [['Speckle_Black_Gold']], 'ext_ids': [133]}}",133,False,Speckle Black-Gold,000000
82,"{'BrickOwl': {'ext_descrs': [['Copper']], 'ext_ids': [116]}, 'Peeron': {'ext_descrs': [['pearlcopper']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Copper']], 'ext_ids': [84]}, 'LDraw': {'ext_descrs': [['Copper']], 'ext_ids': [134]}, 'LEGO': {'ext_descrs': [['Copper', 'RED. GOLD'], ['COPPER INK'], ['COPPER, DR.LA.']], 'ext_ids': [139, 1016, 134]}}",134,False,Copper,AE7A59
83,"{'BrickOwl': {'ext_descrs': [['Pearl Light Gray']], 'ext_ids': [122]}, 'Peeron': {'ext_descrs': [['pearlltgray']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Pearl Light Gray']], 'ext_ids': [66]}, 'LDraw': {'ext_descrs': [['Pearl_Light_Gray']], 'ext_ids': [135]}, 'LEGO': {'ext_descrs': [['Silver flip/flop', 'SILVER'], ['Cool silver'], ['Cool silver'], ['Silver']], 'ext_ids': [179, 298, 296, 131]}}",135,False,Pearl Light Gray,9CA3A8
84,"{'BrickOwl': {'ext_descrs': [['Metallic Blue']], 'ext_ids': [118]}, 'Peeron': {'ext_descrs': [['pearlblue']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Metal Blue']], 'ext_ids': [78]}, 'LDraw': {'ext_descrs': [['Metal_Blue']], 'ext_ids': [137]}, 'LEGO': {'ext_descrs': [['Sand blue metallic'], ['Metal Blue', 'MET.SAND.BLU']], 'ext_ids': [145, 137]}}",137,False,Metal Blue,7988A1
85,"{'BrickOwl': {'ext_descrs': [['Pearl Light Gold']], 'ext_ids': [121]}, 'Peeron': {'ext_descrs': [['pearlltgold']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Pearl Light Gold']], 'ext_ids': [61]}, 'LDraw': {'ext_descrs': [['Pearl_Light_Gold']], 'ext_ids': [142]}, 'LEGO': {'ext_descrs': [['Gold']], 'ext_ids': [127]}}",142,False,Pearl Light Gold,DCBC81
86,"{'BrickOwl': {'ext_descrs': [['Transparent Medium Blue']], 'ext_ids': [102]}, 'Peeron': {'ext_descrs': [['trmdblue']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Trans-Medium Blue']], 'ext_ids': [74]}, 'LDraw': {'ext_descrs': [['']], 'ext_ids': [41]}, 'LEGO': {'ext_descrs': [['Tr. Flu. Blue', 'TR.FL. BLUE']], 'ext_ids': [143]}}",143,True,Trans-Medium Blue,CFE2F7
87,"{'BrickOwl': {'ext_descrs': [['Pearl Dark Gray']], 'ext_ids': [119]}, 'Peeron': {'ext_descrs': [['pearldkgray']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Pearl Dark Gray']], 'ext_ids': [77]}, 'LDraw': {'ext_descrs': [['Metallic_Black'], ['Pearl_Dark_Gray'], ['Metallic_Dark_Gray']], 'ext_ids': [83, 148, 87]}, 'LEGO': {'ext_descrs': [['Titanium Metallic', 'TITAN. METAL.'], ['Mettalic Dark Grey', 'MET.DK.GREY']], 'ext_ids': [316, 148]}}",148,False,Pearl Dark Gray,575857
88,"{'BrickOwl': {'ext_descrs': [['Pearl Very Light Gray']], 'ext_ids': [27]}, 'Peeron': {'ext_descrs': [['pearlvlgray']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Pearl Very Light Gray']], 'ext_ids': [119]}, 'LDraw': {'ext_descrs': [['Pearl_Very_Light_Grey']], 'ext_ids': [150]}}",150,False,Pearl Very Light Gray,ABADAC
89,"{'BrickOwl': {'ext_descrs': [['Light Stone Gray']], 'ext_ids': [90]}, 'Peeron': {'ext_descrs': [['ltstone']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Very Light Bluish Gray']], 'ext_ids': [99]}, 'LDraw': {'ext_descrs': [['Very_Light_Bluish_Gray']], 'ext_ids': [151]}, 'LEGO': {'ext_descrs': [['Light stone grey', 'LGH. ST. GREY']], 'ext_ids': [208]}}",151,False,Very Light Bluish Gray,E6E3E0
90,"{'BrickOwl': {'ext_descrs': [['Yellowish Green']], 'ext_ids': [94]}, 'BrickLink': {'ext_descrs': [['Yellowish Green']], 'ext_ids': [158]}, 'LEGO': {'ext_descrs': [['Spring Yellow Green', 'SPR. YELL. GREE']], 'ext_ids': [326]}}",158,False,Yellowish Green,DFEEA5
91,"{'BrickOwl': {'ext_descrs': [['Flat Dark Gold']], 'ext_ids': [21]}, 'Peeron': {'ext_descrs': [['pearldkgold']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Flat Dark Gold']], 'ext_ids': [81]}, 'LDraw': {'ext_descrs': [['Flat_Dark_Gold']], 'ext_ids': [178]}, 'LEGO': {'ext_descrs': [['Gold Metallic', 'MET.SAND.YEL']], 'ext_ids': [1001]}}",178,False,Flat Dark Gold,B48455
92,"{'BrickOwl': {'ext_descrs': [['Flat Silver']], 'ext_ids': [117]}, 'Peeron': {'ext_descrs': [['pearlsilver']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Flat Silver']], 'ext_ids': [95]}, 'LDraw': {'ext_descrs': [['Flat_Silver']], 'ext_ids': [179]}, 'LEGO': {'ext_descrs': [['Silver Metallic', 'SILVER MET.']], 'ext_ids': [315]}}",179,False,Flat Silver,898788
93,"{'BrickOwl': {'ext_descrs': [['Transparent Orange']], 'ext_ids': [105]}, 'Peeron': {'ext_descrs': [['trdkorange']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Trans-Orange']], 'ext_ids': [98]}, 'LDraw': {'ext_descrs': [['Trans_Orange']], 'ext_ids': [57]}, 'LEGO': {'ext_descrs': [['Tr. Bright Orange', 'TR. BR. ORANGE']], 'ext_ids': [182]}}",182,True,Trans-Orange,F08F1C
94,"{'BrickOwl': {'ext_descrs': [['Pearlescent']], 'ext_ids': [123]}, 'Peeron': {'ext_descrs': [['pearlescent']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Pearl White']], 'ext_ids': [83]}, 'LDraw': {'ext_descrs': [['Pearl_White']], 'ext_ids': [183]}, 'LEGO': {'ext_descrs': [['Metallic White', 'MET. WHITE']], 'ext_ids': [183]}}",183,False,Pearl White,F2F3F2
95,"{'BrickOwl': {'ext_descrs': [['Bright Light Orange']], 'ext_ids': [43]}, 'Peeron': {'ext_descrs': [['btltorange']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Bright Light Orange']], 'ext_ids': [110]}, 'LDraw': {'ext_descrs': [['Bright_Light_Orange']], 'ext_ids': [191]}, 'LEGO': {'ext_descrs': [['Flame yellowish orange', 'FL. YELL-ORA']], 'ext_ids': [191]}}",191,False,Bright Light Orange,F8BB3D
96,"{'BrickOwl': {'ext_descrs': [['Bright Light Blue']], 'ext_ids': [42]}, 'Peeron': {'ext_descrs': [['ltroyalblue'], ['btltblue']], 'ext_ids': [None, None]}, 'BrickLink': {'ext_descrs': [['Bright Light Blue']], 'ext_ids': [105]}, 'LDraw': {'ext_descrs': [['Bright_Light_Blue']], 'ext_ids': [212]}, 'LEGO': {'ext_descrs': [['Light Royal blue', 'LGH. ROY. BLUE']], 'ext_ids': [212]}}",212,False,Bright Light Blue,9FC3E9
97,"{'BrickOwl': {'ext_descrs': [['Rust']], 'ext_ids': [83]}, 'Peeron': {'ext_descrs': [['rust']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Rust']], 'ext_ids': [27]}, 'LDraw': {'ext_descrs': [['Rust']], 'ext_ids': [216]}, 'LEGO': {'ext_descrs': [['Rust']], 'ext_ids': [216]}}",216,False,Rust,B31004
98,"{'BrickOwl': {'ext_descrs': [['Bright Light Yellow']], 'ext_ids': [44]}, 'Peeron': {'ext_descrs': [['coolyellow']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Bright Light Yellow']], 'ext_ids': [103]}, 'LDraw': {'ext_descrs': [['Bright_Light_Yellow']], 'ext_ids': [226]}, 'LEGO': {'ext_descrs': [['Cool Yellow', 'COOL YEL.']], 'ext_ids': [226]}}",226,False,Bright Light Yellow,FFF03A
99,"{'BrickOwl': {'ext_descrs': [['Transparent Pink']], 'ext_ids': [106]}, 'Peeron': {'ext_descrs': [['trltpink']], 'ext_ids': [None]}, 'BrickLink': {'ext_descrs': [['Trans-Pink']], 'ext_ids': [107]}, 'LDraw': {'ext_descrs': [['Trans_Pink']], 'ext_ids': [45]}, 'LEGO': {'ext_descrs': [['TR. BR. PURPLE']], 'ext_ids': [230]}}",230,True,Trans-Pink,E4ADC8
